idencuesta,ola,ola_num,muestra,estrato_disenno,segmento_disenno,ponderador02,m0_sexo,m02,m01,m36,m0_edad,n_visitas_entr,responde,m02_fac,m01_fac,m36_fac
2101041,2018,2,1,Ciudades Grandes,210104,,,,,,,,0,,,
2101041,2019,3,1,Ciudades Grandes,210104,,,,,,,,0,,,
2101041,2021,5,1,Ciudades Grandes,210104,,,,,,,,0,,,
2101041,2022,6,1,Ciudades Grandes,210104,,,,,,,,0,,,
2101042,2016,0,1,Ciudades Grandes,210104,1.08000004291534,2,7,1,1,70,11,1,Trabajo Doméstico No Remunerado,Básica,En Pareja
2101042,2017,1,1,Ciudades Grandes,210104,,,,,,,,0,,,
2101042,2018,2,1,Ciudades Grandes,210104,,,,,,,,0,,,
2101042,2019,3,1,Ciudades Grandes,210104,,,,,,,,0,,,
2101042,2021,5,1,Ciudades Grandes,210104,,,,,,,,0,,,
2101042,2022,6,1,Ciudades Grandes,210104,,,,,,,,0,,,
2101043,2016,0,1,Ciudades Grandes,210104,1.08000004291534,2,1,3,2,36,4,1,Trabajo Remunerado,Básica,En Pareja
2101043,2017,1,1,Ciudades Grandes,210104,3.58341813087463,2,7,5,,37,8,1,Trabajo Doméstico No Remunerado,Media,
2101043,2018,2,1,Ciudades Grandes,210104,3.53704786300659,2,7,2,4,38,1,1,Trabajo Doméstico No Remunerado,Básica,Soltero
2101043,2019,3,1,Ciudades Grandes,210104,2.85875225067139,2,2,4,4,39,3,1,Trabajo Remunerado,Media,Soltero
2101043,2021,5,1,Ciudades Grandes,210104,2.47298836708069,2,2,5,3,41,5,1,Trabajo Remunerado,Media,En Pareja
2101043,2022,6,1,Ciudades Grandes,210104,1.90275096893311,2,2,4,4,42,,1,Trabajo Remunerado,Media,Soltero
2101052,2016,0,1,Ciudades Grandes,210105,1.87600004673004,1,1,7,1,56,7,1,Trabajo Remunerado,Técnica,En Pareja
2101052,2017,1,1,Ciudades Grandes,210105,5.85039039435742e-09,1,1,7,,57,1,1,Trabajo Remunerado,Técnica,
2101052,2018,2,1,Ciudades Grandes,210105,1.15531325340271,1,1,6,1,58,1,1,Trabajo Remunerado,Técnica,En Pareja
2101052,2019,3,1,Ciudades Grandes,210105,2.64577174186707,1,1,7,1,59,5,1,Trabajo Remunerado,Técnica,En Pareja
2101052,2021,5,1,Ciudades Grandes,210105,,,,,,,,0,,,
2101052,2022,6,1,Ciudades Grandes,210105,1.61303818225861,1,2,7,1,62,,1,Trabajo Remunerado,Técnica,En Pareja
2101053,2016,0,1,Ciudades Grandes,210105,1.62000000476837,2,7,4,8,57,1,1,Trabajo Doméstico No Remunerado,Media,Soltero
2101053,2017,1,1,Ciudades Grandes,210105,4.02418143252703e-09,2,7,4,,58,2,1,Trabajo Doméstico No Remunerado,Media,
2101053,2018,2,1,Ciudades Grandes,210105,1.17901599407196,2,1,3,7,57,2,1,Trabajo Remunerado,Básica,Soltero
2101053,2019,3,1,Ciudades Grandes,210105,,,,,,,,0,,,
2101053,2021,5,1,Ciudades Grandes,210105,,,,,,,,0,,,
2101053,2022,6,1,Ciudades Grandes,210105,,,,,,,,0,,,
2101062,2016,0,1,Ciudades Grandes,210106,3.75200009346008,1,1,5,1,37,5,1,Trabajo Remunerado,Media,En Pareja
2101062,2017,1,1,Ciudades Grandes,210106,5.96182587742078e-08,1,1,5,,37,1,1,Trabajo Remunerado,Media,
2101062,2018,2,1,Ciudades Grandes,210106,1.15531313419342,1,1,5,1,39,3,1,Trabajo Remunerado,Media,En Pareja
2101062,2019,3,1,Ciudades Grandes,210106,2.64577150344849,1,1,5,1,40,3,1,Trabajo Remunerado,Media,En Pareja
2101062,2021,5,1,Ciudades Grandes,210106,2.15101170539856,1,1,5,1,41,3,1,Trabajo Remunerado,Media,En Pareja
2101062,2022,6,1,Ciudades Grandes,210106,1.61303818225861,1,1,5,1,43,,1,Trabajo Remunerado,Media,En Pareja
2101071,2016,0,1,Ciudades Grandes,210107,1.08000004291534,2,7,3,8,64,4,1,Trabajo Doméstico No Remunerado,Básica,Soltero
2101071,2017,1,1,Ciudades Grandes,210107,1.148233081949e-07,2,7,3,,65,4,1,Trabajo Doméstico No Remunerado,Básica,
2101071,2018,2,1,Ciudades Grandes,210107,1.7685239315033,2,7,3,8,67,1,1,Trabajo Doméstico No Remunerado,Básica,Soltero
2101071,2019,3,1,Ciudades Grandes,210107,3.81166982650757,2,5,3,8,68,5,1,Jubilado,Básica,Soltero
2101071,2021,5,1,Ciudades Grandes,210107,3.66368651390076,2,5,3,5,69,9,1,Jubilado,Básica,Soltero
2101071,2022,6,1,Ciudades Grandes,210107,2.2551121711731,2,5,2,5,71,,1,Jubilado,Básica,Soltero
2101072,2016,0,1,Ciudades Grandes,210107,1.87600004673004,1,1,4,4,22,2,1,Trabajo Remunerado,Media,Soltero
2101072,2017,1,1,Ciudades Grandes,210107,2.50396681167331e-07,1,3,4,,23,1,1,Trabajo Remunerado,Media,
2101072,2018,2,1,Ciudades Grandes,210107,2.59945464134216,1,1,5,2,25,1,1,Trabajo Remunerado,Media,En Pareja
2101072,2019,3,1,Ciudades Grandes,210107,3.96865797042847,1,1,5,4,26,3,1,Trabajo Remunerado,Media,Soltero
2101072,2021,5,1,Ciudades Grandes,210107,3.22651767730713,1,1,5,2,27,4,1,Trabajo Remunerado,Media,En Pareja
2101072,2022,6,1,Ciudades Grandes,210107,1.20977854728699,1,1,5,4,29,,1,Trabajo Remunerado,Media,Soltero
2101073,2016,0,1,Ciudades Grandes,210107,1.87600004673004,1,1,5,1,47,2,1,Trabajo Remunerado,Media,En Pareja
2101073,2017,1,1,Ciudades Grandes,210107,2.50396681167331e-07,1,1,5,,48,2,1,Trabajo Remunerado,Media,
2101073,2018,2,1,Ciudades Grandes,210107,,,,,,,,0,,,
2101073,2019,3,1,Ciudades Grandes,210107,,,,,,,,0,,,
2101073,2021,5,1,Ciudades Grandes,210107,,,,,,,,0,,,
2101073,2022,6,1,Ciudades Grandes,210107,1.20977854728699,1,1,5,8,53,,1,Trabajo Remunerado,Media,Soltero
2101081,2016,0,1,Ciudades Grandes,210108,1.25100004673004,1,2,3,8,22,1,1,Trabajo Remunerado,Básica,Soltero
2101081,2017,1,1,Ciudades Grandes,210108,1.61546243049315e-08,1,1,3,,23,3,1,Trabajo Remunerado,Básica,
2101081,2018,2,1,Ciudades Grandes,210108,1.15531313419342,1,1,3,1,24,1,1,Trabajo Remunerado,Básica,En Pareja
2101081,2019,3,1,Ciudades Grandes,210108,1.32288575172424,1,1,3,1,25,3,1,Trabajo Remunerado,Básica,En Pareja
2101081,2021,5,1,Ciudades Grandes,210108,2.15101170539856,1,1,3,1,26,10,1,Trabajo Remunerado,Básica,En Pareja
2101081,2022,6,1,Ciudades Grandes,210108,,,,,,,,0,,,
2101082,2016,0,1,Ciudades Grandes,210108,1.87600004673004,1,1,3,1,48,2,1,Trabajo Remunerado,Básica,En Pareja
2101082,2017,1,1,Ciudades Grandes,210108,2.42319373455757e-08,1,1,3,,50,2,1,Trabajo Remunerado,Básica,
2101082,2018,2,1,Ciudades Grandes,210108,1.73296964168549,1,1,2,1,51,1,1,Trabajo Remunerado,Básica,En Pareja
2101082,2019,3,1,Ciudades Grandes,210108,1.98432874679565,1,1,3,1,52,3,1,Trabajo Remunerado,Básica,En Pareja
2101082,2021,5,1,Ciudades Grandes,210108,1.61325883865356,1,1,2,1,53,2,1,Trabajo Remunerado,Básica,En Pareja
2101082,2022,6,1,Ciudades Grandes,210108,1.81466782093048,1,1,3,1,55,,1,Trabajo Remunerado,Básica,En Pareja
2101083,2016,0,1,Ciudades Grandes,210108,3.12700009346008,1,1,5,2,28,2,1,Trabajo Remunerado,Media,En Pareja
2101083,2017,1,1,Ciudades Grandes,210108,4.03865634268641e-08,1,1,5,,29,2,1,Trabajo Remunerado,Media,
2101083,2018,2,1,Ciudades Grandes,210108,2.88828301429749,1,1,5,1,30,2,1,Trabajo Remunerado,Media,En Pareja
2101083,2019,3,1,Ciudades Grandes,210108,2.64577150344849,1,1,5,1,31,4,1,Trabajo Remunerado,Media,En Pareja
2101083,2021,5,1,Ciudades Grandes,210108,3.22651767730713,1,1,5,1,32,2,1,Trabajo Remunerado,Media,En Pareja
2101083,2022,6,1,Ciudades Grandes,210108,3.02444648742676,1,1,5,1,34,,1,Trabajo Remunerado,Media,En Pareja
2101092,2016,0,1,Ciudades Grandes,210109,2.81399989128113,1,1,7,1,52,3,1,Trabajo Remunerado,Técnica,En Pareja
2101092,2017,1,1,Ciudades Grandes,210109,7.82489664175046e-08,1,1,7,,56,3,1,Trabajo Remunerado,Técnica,
2101092,2018,2,1,Ciudades Grandes,210109,3.46593928337097,1,1,7,1,57,1,1,Trabajo Remunerado,Técnica,En Pareja
2101092,2019,3,1,Ciudades Grandes,210109,1.98432898521423,1,1,7,1,58,6,1,Trabajo Remunerado,Técnica,En Pareja
2101092,2021,5,1,Ciudades Grandes,210109,3.22651815414429,1,1,7,1,59,7,1,Trabajo Remunerado,Técnica,En Pareja
2101092,2022,6,1,Ciudades Grandes,210109,3.22607636451721,1,1,7,1,61,,1,Trabajo Remunerado,Técnica,En Pareja
2101093,2016,0,1,Ciudades Grandes,210109,2.4300000667572,2,1,9,4,38,3,1,Trabajo Remunerado,Universitaria,Soltero
2101093,2017,1,1,Ciudades Grandes,210109,5.38234239400026e-08,2,1,5,,58,6,1,Trabajo Remunerado,Media,
2101093,2018,2,1,Ciudades Grandes,210109,,,,,,,,0,,,
2101093,2019,3,1,Ciudades Grandes,210109,1.27055668830872,2,1,5,2,41,5,1,Trabajo Remunerado,Media,En Pareja
2101093,2021,5,1,Ciudades Grandes,210109,,,,,,,,0,,,
2101093,2022,6,1,Ciudades Grandes,210109,,,,,,,,0,,,
2101102,2016,0,1,Ciudades Grandes,210110,2.16000008583069,2,1,5,1,63,2,1,Trabajo Remunerado,Media,En Pareja
2101102,2017,1,1,Ciudades Grandes,210110,7.91884815498634e-08,2,2,5,,64,2,1,Trabajo Remunerado,Media,
2101102,2018,2,1,Ciudades Grandes,210110,1.17901599407196,2,7,5,1,65,2,1,Trabajo Doméstico No Remunerado,Media,En Pareja
2101102,2019,3,1,Ciudades Grandes,210110,0.476458728313446,2,9,5,1,67,3,1,Otras Categorías,Media,En Pareja
2101102,2021,5,1,Ciudades Grandes,210110,1.09910595417023,2,7,7,1,68,3,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
2101102,2022,6,1,Ciudades Grandes,210110,0.845667123794556,2,5,5,1,69,,1,Jubilado,Media,En Pareja
2101104,2016,0,1,Ciudades Grandes,210110,2.50200009346008,1,1,5,8,54,1,1,Trabajo Remunerado,Media,Soltero
2101104,2017,1,1,Ciudades Grandes,210110,1.15124905164521e-07,1,2,5,,55,1,1,Trabajo Remunerado,Media,
2101104,2018,2,1,Ciudades Grandes,210110,1.15531325340271,1,1,5,2,56,2,1,Trabajo Remunerado,Media,En Pareja
2101104,2019,3,1,Ciudades Grandes,210110,0.992164492607117,1,2,5,2,57,3,1,Trabajo Remunerado,Media,En Pareja
2101104,2021,5,1,Ciudades Grandes,210110,,,,,,,,0,,,
2101104,2022,6,1,Ciudades Grandes,210110,,,,,,,,0,,,
2101111,2016,0,1,Ciudades Grandes,210111,1.87600004673004,1,1,5,4,46,2,1,Trabajo Remunerado,Media,Soltero
2101111,2017,1,1,Ciudades Grandes,210111,8.94273881613117e-08,1,1,5,,47,2,1,Trabajo Remunerado,Media,
2101111,2018,2,1,Ciudades Grandes,210111,1.73296964168549,1,2,5,8,48,4,1,Trabajo Remunerado,Media,Soltero
2101111,2019,3,1,Ciudades Grandes,210111,,,,,,,,0,,,
2101111,2021,5,1,Ciudades Grandes,210111,2.41988825798035,1,2,5,4,50,5,1,Trabajo Remunerado,Media,Soltero
2101111,2022,6,1,Ciudades Grandes,210111,1.20977854728699,1,1,3,4,52,,1,Trabajo Remunerado,Básica,Soltero
2101112,2016,0,1,Ciudades Grandes,210111,2.16000008583069,2,4,8,4,23,1,1,Otras Categorías,Universitaria,Soltero
2101112,2017,1,1,Ciudades Grandes,210111,8.20166476955819e-08,2,7,4,,24,3,1,Trabajo Doméstico No Remunerado,Media,
2101112,2018,2,1,Ciudades Grandes,210111,2.35803151130676,2,1,4,2,26,3,1,Trabajo Remunerado,Media,En Pareja
2101112,2019,3,1,Ciudades Grandes,210111,,,,,,,,0,,,
2101112,2021,5,1,Ciudades Grandes,210111,,,,,,,,0,,,
2101112,2022,6,1,Ciudades Grandes,210111,3.38266801834106,2,2,4,4,30,,1,Trabajo Remunerado,Media,Soltero
2101113,2016,0,1,Ciudades Grandes,210111,1.08000004291534,2,7,4,2,29,1,1,Trabajo Doméstico No Remunerado,Media,En Pareja
2101113,2017,1,1,Ciudades Grandes,210111,4.1008323847791e-08,2,7,4,,31,1,1,Trabajo Doméstico No Remunerado,Media,
2101113,2018,2,1,Ciudades Grandes,210111,1.17901575565338,2,7,4,2,32,1,1,Trabajo Doméstico No Remunerado,Media,En Pareja
2101113,2019,3,1,Ciudades Grandes,210111,11.4350090026855,2,7,4,2,33,4,1,Trabajo Doméstico No Remunerado,Media,En Pareja
2101113,2021,5,1,Ciudades Grandes,210111,5.49552917480469,2,7,4,2,34,3,1,Trabajo Doméstico No Remunerado,Media,En Pareja
2101113,2022,6,1,Ciudades Grandes,210111,2.81889009475708,2,7,4,4,36,,1,Trabajo Doméstico No Remunerado,Media,Soltero
2101122,2016,0,1,Ciudades Grandes,210112,1.87600004673004,1,6,7,1,56,3,1,Desempleado,Técnica,En Pareja
2101122,2017,1,1,Ciudades Grandes,210112,,,,,,,,0,,,
2101122,2018,2,1,Ciudades Grandes,210112,,,,,,,,0,,,
2101122,2019,3,1,Ciudades Grandes,210112,,,,,,,,0,,,
2101122,2021,5,1,Ciudades Grandes,210112,,,,,,,,0,,,
2101122,2022,6,1,Ciudades Grandes,210112,,,,,,,,0,,,
2101123,2016,0,1,Ciudades Grandes,210112,1.62000000476837,1,1,7,2,42,2,1,Trabajo Remunerado,Técnica,En Pareja
2101123,2017,1,1,Ciudades Grandes,210112,3.58341813087463,1,1,8,,46,1,1,Trabajo Remunerado,Universitaria,
2101123,2018,2,1,Ciudades Grandes,210112,1.15531325340271,1,1,8,2,47,1,1,Trabajo Remunerado,Universitaria,En Pareja
2101123,2019,3,1,Ciudades Grandes,210112,1.48824656009674,1,1,8,2,49,4,1,Trabajo Remunerado,Universitaria,En Pareja
2101123,2021,5,1,Ciudades Grandes,210112,,,,,,,,0,,,
2101123,2022,6,1,Ciudades Grandes,210112,,,,,,,,0,,,
2101141,2016,0,1,Ciudades Grandes,210114,0.540000021457672,2,1,10,7,41,1,1,Trabajo Remunerado,Universitaria,Soltero
2101141,2017,1,1,Ciudades Grandes,210114,0.597236394882202,2,1,10,,42,1,1,Trabajo Remunerado,Universitaria,
2101141,2018,2,1,Ciudades Grandes,210114,0.58950799703598,2,1,10,7,43,1,1,Trabajo Remunerado,Universitaria,Soltero
2101141,2019,3,1,Ciudades Grandes,210114,3.1763916015625,2,1,9,4,44,4,1,Trabajo Remunerado,Universitaria,Soltero
2101141,2021,5,1,Ciudades Grandes,210114,1.4654746055603,2,1,10,7,45,3,1,Trabajo Remunerado,Universitaria,Soltero
2101141,2022,6,1,Ciudades Grandes,210114,0.563778042793274,2,1,10,7,47,,1,Trabajo Remunerado,Universitaria,Soltero
2101142,2016,0,1,Ciudades Grandes,210114,2.16000008583069,2,1,9,1,50,2,1,Trabajo Remunerado,Universitaria,En Pareja
2101142,2017,1,1,Ciudades Grandes,210114,2.38894557952881,2,2,9,,50,2,1,Trabajo Remunerado,Universitaria,
2101142,2018,2,1,Ciudades Grandes,210114,2.35803198814392,2,1,9,1,51,1,1,Trabajo Remunerado,Universitaria,En Pareja
2101142,2019,3,1,Ciudades Grandes,210114,2.54111337661743,2,1,9,1,53,3,1,Trabajo Remunerado,Universitaria,En Pareja
2101142,2021,5,1,Ciudades Grandes,210114,2.93094921112061,2,2,9,1,54,3,1,Trabajo Remunerado,Universitaria,En Pareja
2101142,2022,6,1,Ciudades Grandes,210114,2.2551121711731,2,1,9,1,56,,1,Trabajo Remunerado,Universitaria,En Pareja
2101143,2016,0,1,Ciudades Grandes,210114,2.70000004768372,2,1,9,4,32,7,1,Trabajo Remunerado,Universitaria,Soltero
2101143,2017,1,1,Ciudades Grandes,210114,2.98618245124817,2,1,9,,32,2,1,Trabajo Remunerado,Universitaria,
2101143,2018,2,1,Ciudades Grandes,210114,2.94753980636597,2,1,9,4,33,2,1,Trabajo Remunerado,Universitaria,Soltero
2101143,2019,3,1,Ciudades Grandes,210114,1.27055668830872,2,1,8,7,34,4,1,Trabajo Remunerado,Universitaria,Soltero
2101143,2021,5,1,Ciudades Grandes,210114,3.66368651390076,2,1,9,4,35,3,1,Trabajo Remunerado,Universitaria,Soltero
2101143,2022,6,1,Ciudades Grandes,210114,2.81889033317566,2,3,9,4,37,,1,Trabajo Remunerado,Universitaria,Soltero
2101151,2016,0,1,Ciudades Grandes,210115,1.62000000476837,2,1,9,2,36,4,1,Trabajo Remunerado,Universitaria,En Pareja
2101151,2017,1,1,Ciudades Grandes,210115,1.79170906543732,2,1,9,,36,2,1,Trabajo Remunerado,Universitaria,
2101151,2018,2,1,Ciudades Grandes,210115,1.17901599407196,2,1,10,4,38,2,1,Trabajo Remunerado,Universitaria,Soltero
2101151,2019,3,1,Ciudades Grandes,210115,0.476458728313446,2,1,9,4,39,3,1,Trabajo Remunerado,Universitaria,Soltero
2101151,2021,5,1,Ciudades Grandes,210115,0.549552977085114,2,1,7,4,40,3,1,Trabajo Remunerado,Técnica,Soltero
2101151,2022,6,1,Ciudades Grandes,210115,0.634250283241272,2,1,8,4,42,,1,Trabajo Remunerado,Universitaria,Soltero
2101152,2016,0,1,Ciudades Grandes,210115,1.62000000476837,2,1,10,2,39,6,1,Trabajo Remunerado,Universitaria,En Pareja
2101152,2017,1,1,Ciudades Grandes,210115,1.79170906543732,2,1,9,,40,2,1,Trabajo Remunerado,Universitaria,
2101152,2018,2,1,Ciudades Grandes,210115,1.17901599407196,2,1,10,4,41,1,1,Trabajo Remunerado,Universitaria,Soltero
2101152,2019,3,1,Ciudades Grandes,210115,0.476458728313446,2,6,9,4,42,5,1,Desempleado,Universitaria,Soltero
2101152,2021,5,1,Ciudades Grandes,210115,0.274776488542557,2,1,10,4,43,2,1,Trabajo Remunerado,Universitaria,Soltero
2101152,2022,6,1,Ciudades Grandes,210115,0.422833561897278,2,1,10,4,45,,1,Trabajo Remunerado,Universitaria,Soltero
2101162,2016,0,1,Ciudades Grandes,210116,0.810000002384186,2,5,9,5,68,5,1,Jubilado,Universitaria,Soltero
2101162,2017,1,1,Ciudades Grandes,210116,0.895854532718658,2,5,9,,69,4,1,Jubilado,Universitaria,
2101162,2018,2,1,Ciudades Grandes,210116,0.58950799703598,2,5,9,5,71,3,1,Jubilado,Universitaria,Soltero
2101162,2019,3,1,Ciudades Grandes,210116,0.238229349255562,2,5,9,5,72,3,1,Jubilado,Universitaria,Soltero
2101162,2021,5,1,Ciudades Grandes,210116,0.274776458740234,2,5,9,5,73,5,1,Jubilado,Universitaria,Soltero
2101162,2022,6,1,Ciudades Grandes,210116,0.422833502292633,2,5,9,2,75,,1,Jubilado,Universitaria,En Pareja
2101163,2016,0,1,Ciudades Grandes,210116,1.87600004673004,1,1,7,4,27,5,1,Trabajo Remunerado,Técnica,Soltero
2101163,2017,1,1,Ciudades Grandes,210116,2.60480237007141,1,3,8,,28,5,1,Trabajo Remunerado,Universitaria,
2101163,2018,2,1,Ciudades Grandes,210116,1.15531325340271,1,1,8,4,30,5,1,Trabajo Remunerado,Universitaria,Soltero
2101163,2019,3,1,Ciudades Grandes,210116,0.496082186698914,1,6,7,4,31,4,1,Desempleado,Técnica,Soltero
2101163,2021,5,1,Ciudades Grandes,210116,0.806629419326782,1,6,9,4,32,3,1,Desempleado,Universitaria,Soltero
2101163,2022,6,1,Ciudades Grandes,210116,,,,,,,,0,,,
2101171,2016,0,1,Ciudades Grandes,210117,1.08000004291534,2,1,5,4,49,1,1,Trabajo Remunerado,Media,Soltero
2101171,2017,1,1,Ciudades Grandes,210117,,,,,,,,0,,,
2101171,2018,2,1,Ciudades Grandes,210117,,,,,,,,0,,,
2101171,2019,3,1,Ciudades Grandes,210117,,,,,,,,0,,,
2101171,2021,5,1,Ciudades Grandes,210117,,,,,,,,0,,,
2101171,2022,6,1,Ciudades Grandes,210117,,,,,,,,0,,,
2101172,2016,0,1,Ciudades Grandes,210117,1.25100004673004,1,1,7,1,31,2,1,Trabajo Remunerado,Técnica,En Pareja
2101172,2017,1,1,Ciudades Grandes,210117,2.60480237007141,1,1,7,,32,2,1,Trabajo Remunerado,Técnica,
2101172,2018,2,1,Ciudades Grandes,210117,1.15531325340271,1,1,7,1,33,1,1,Trabajo Remunerado,Técnica,En Pareja
2101172,2019,3,1,Ciudades Grandes,210117,3.96865749359131,1,1,7,1,34,4,1,Trabajo Remunerado,Técnica,En Pareja
2101172,2021,5,1,Ciudades Grandes,210117,2.68876481056213,1,3,8,1,35,2,1,Trabajo Remunerado,Universitaria,En Pareja
2101172,2022,6,1,Ciudades Grandes,210117,0.806519091129303,1,1,9,1,37,,1,Trabajo Remunerado,Universitaria,En Pareja
2101173,2016,0,1,Ciudades Grandes,210117,1.25100004673004,1,1,7,1,26,4,1,Trabajo Remunerado,Técnica,En Pareja
2101173,2017,1,1,Ciudades Grandes,210117,2.60480237007141,1,1,7,,27,1,1,Trabajo Remunerado,Técnica,
2101173,2018,2,1,Ciudades Grandes,210117,1.15531325340271,1,1,7,1,28,1,1,Trabajo Remunerado,Técnica,En Pareja
2101173,2019,3,1,Ciudades Grandes,210117,1.32288587093353,1,1,7,1,29,4,1,Trabajo Remunerado,Técnica,En Pareja
2101173,2021,5,1,Ciudades Grandes,210117,1.07550597190857,1,1,7,1,30,7,1,Trabajo Remunerado,Técnica,En Pareja
2101173,2022,6,1,Ciudades Grandes,210117,0.806519091129303,1,1,8,1,32,,1,Trabajo Remunerado,Universitaria,En Pareja
2101181,2016,0,1,Ciudades Grandes,210118,1.87600004673004,1,1,7,1,50,1,1,Trabajo Remunerado,Técnica,En Pareja
2101181,2017,1,1,Ciudades Grandes,210118,3.90720367431641,1,1,7,,51,4,1,Trabajo Remunerado,Técnica,
2101181,2018,2,1,Ciudades Grandes,210118,1.73296964168549,1,1,7,1,53,1,1,Trabajo Remunerado,Técnica,En Pareja
2101181,2019,3,1,Ciudades Grandes,210118,1.98432874679565,1,5,7,1,54,6,1,Jubilado,Técnica,En Pareja
2101181,2021,5,1,Ciudades Grandes,210118,3.22651767730713,1,1,7,1,55,3,1,Trabajo Remunerado,Técnica,En Pareja
2101181,2022,6,1,Ciudades Grandes,210118,,,,,,,,0,,,
2101182,2016,0,1,Ciudades Grandes,210118,1.08000004291534,2,7,9,1,27,1,1,Trabajo Doméstico No Remunerado,Universitaria,En Pareja
2101182,2017,1,1,Ciudades Grandes,210118,1.79170906543732,2,1,9,,28,1,1,Trabajo Remunerado,Universitaria,
2101182,2018,2,1,Ciudades Grandes,210118,1.17901599407196,2,1,9,1,29,2,1,Trabajo Remunerado,Universitaria,En Pareja
2101182,2019,3,1,Ciudades Grandes,210118,2.54111337661743,2,1,9,1,30,3,1,Trabajo Remunerado,Universitaria,En Pareja
2101182,2021,5,1,Ciudades Grandes,210118,,,,,,,,0,,,
2101182,2022,6,1,Ciudades Grandes,210118,2.2551121711731,2,1,9,1,33,,1,Trabajo Remunerado,Universitaria,En Pareja
2101183,2016,0,1,Ciudades Grandes,210118,1.08000004291534,2,7,9,1,34,2,1,Trabajo Doméstico No Remunerado,Universitaria,En Pareja
2101183,2017,1,1,Ciudades Grandes,210118,,,,,,,,0,,,
2101183,2018,2,1,Ciudades Grandes,210118,,,,,,,,0,,,
2101183,2019,3,1,Ciudades Grandes,210118,,,,,,,,0,,,
2101183,2021,5,1,Ciudades Grandes,210118,,,,,,,,0,,,
2101183,2022,6,1,Ciudades Grandes,210118,,,,,,,,0,,,
2101191,2016,0,1,Ciudades Grandes,210119,0.540000021457672,2,7,4,8,54,2,1,Trabajo Doméstico No Remunerado,Media,Soltero
2101191,2017,1,1,Ciudades Grandes,210119,0.597236394882202,2,7,4,,54,3,1,Trabajo Doméstico No Remunerado,Media,
2101191,2018,2,1,Ciudades Grandes,210119,0.58950799703598,2,2,4,8,55,2,1,Trabajo Remunerado,Media,Soltero
2101191,2019,3,1,Ciudades Grandes,210119,2.54111337661743,2,6,4,8,57,3,1,Desempleado,Media,Soltero
2101191,2021,5,1,Ciudades Grandes,210119,2.19821166992188,2,7,4,8,58,2,1,Trabajo Doméstico No Remunerado,Media,Soltero
2101191,2022,6,1,Ciudades Grandes,210119,0.563778042793274,2,2,4,1,60,,1,Trabajo Remunerado,Media,En Pareja
2101192,2016,0,1,Ciudades Grandes,210119,3.12700009346008,1,5,3,4,36,1,1,Jubilado,Básica,Soltero
2101192,2017,1,1,Ciudades Grandes,210119,4.34133720397949,1,3,4,,37,1,1,Trabajo Remunerado,Media,
2101192,2018,2,1,Ciudades Grandes,210119,2.88828301429749,1,2,4,4,38,1,1,Trabajo Remunerado,Media,Soltero
2101192,2019,3,1,Ciudades Grandes,210119,2.64577174186707,1,5,4,4,39,3,1,Jubilado,Media,Soltero
2101192,2021,5,1,Ciudades Grandes,210119,2.15101194381714,1,1,4,4,40,3,1,Trabajo Remunerado,Media,Soltero
2101192,2022,6,1,Ciudades Grandes,210119,2.01629781723022,1,1,3,4,42,,1,Trabajo Remunerado,Básica,Soltero
2101193,2016,0,1,Ciudades Grandes,210119,1.87600004673004,1,4,8,4,25,5,1,Otras Categorías,Universitaria,Soltero
2101193,2017,1,1,Ciudades Grandes,210119,2.60480237007141,1,4,8,,26,1,1,Otras Categorías,Universitaria,
2101193,2018,2,1,Ciudades Grandes,210119,1.73296988010407,1,1,9,4,27,1,1,Trabajo Remunerado,Universitaria,Soltero
2101193,2019,3,1,Ciudades Grandes,210119,2.64577174186707,1,1,9,2,29,3,1,Trabajo Remunerado,Universitaria,En Pareja
2101193,2021,5,1,Ciudades Grandes,210119,1.61325883865356,1,1,9,4,30,8,1,Trabajo Remunerado,Universitaria,Soltero
2101193,2022,6,1,Ciudades Grandes,210119,1.20977854728699,1,1,7,4,32,,1,Trabajo Remunerado,Técnica,Soltero
2101201,2016,0,1,Ciudades Grandes,210120,1.08000004291534,2,6,6,2,39,1,1,Desempleado,Técnica,En Pareja
2101201,2017,1,1,Ciudades Grandes,210120,1.1944727897644,2,7,5,,40,1,1,Trabajo Doméstico No Remunerado,Media,
2101201,2018,2,1,Ciudades Grandes,210120,1.7685239315033,2,7,5,2,41,1,1,Trabajo Doméstico No Remunerado,Media,En Pareja
2101201,2019,3,1,Ciudades Grandes,210120,1.90583479404449,2,9,6,2,42,3,1,Otras Categorías,Técnica,En Pareja
2101201,2021,5,1,Ciudades Grandes,210120,,,,,,,,0,,,
2101201,2022,6,1,Ciudades Grandes,210120,1.69133400917053,2,9,5,4,45,,1,Otras Categorías,Media,Soltero
